experiment,gene.set,pathway,contrast,fgsea.FDR,fgsea.ES,fgsea.NES,fgsea.size,fgsea.FC,gage.FDR,gage.geomean,gage.statmean,gage.size,gage.FC
EOS,HALLMARK,PROTEIN_SECRETION,none_HRV - none_none,0.1668335,0.344395393,1.309905245,93,up,0.125215664,0.017530193,2.128892012,93,up
EOS,HALLMARK,REACTIVE_OXYGEN_SPECIES_PATHWAY,EOS.supp_HRV - EOS.supp_none,1,-0.20198787,-0.645343693,49,down,0.903917566,0.506410001,-0.016115568,49,up
EOS,HALLMARK,REACTIVE_OXYGEN_SPECIES_PATHWAY,EOS.supp_HRV - none_HRV,0.849361609,0.296202059,0.945736124,49,up,0.74555478,0.238521417,0.713908398,49,up
EOS,HALLMARK,REACTIVE_OXYGEN_SPECIES_PATHWAY,EOS.supp_none - none_none,1,-0.118768385,-0.350957294,49,down,0.89490872,0.520159101,0.050744625,49,down
EOS,HALLMARK,REACTIVE_OXYGEN_SPECIES_PATHWAY,none_HRV - none_none,0.704495614,-0.311285997,-1.015087878,49,down,0.962096221,0.327112715,-0.449323842,49,down
EOS,HALLMARK,SPERMATOGENESIS,EOS.supp_HRV - EOS.supp_none,0.812447786,-0.267591568,-0.919847144,80,down,0.903917566,0.547487436,-0.119515433,80,up
EOS,HALLMARK,SPERMATOGENESIS,EOS.supp_HRV - none_HRV,0.849361609,-0.278674595,-0.949924004,80,down,0.809194959,0.450943374,0.123483297,80,up
EOS,HALLMARK,SPERMATOGENESIS,EOS.supp_none - none_none,0.866564417,0.32504194,1.12687646,80,up,0.915661781,0.143304864,1.069210812,80,up
EOS,HALLMARK,SPERMATOGENESIS,none_HRV - none_none,1,0.19223201,0.715635014,80,up,0.752280985,0.272390807,0.607009795,80,up
EOS,HALLMARK,TGF_BETA_SIGNALING,EOS.supp_HRV - EOS.supp_none,0.99862259,0.227827671,0.772590751,51,up,0.852993816,0.358257403,0.364268188,51,up
EOS,HALLMARK,TGF_BETA_SIGNALING,EOS.supp_HRV - none_HRV,0.543266103,-0.34697237,-1.084630718,51,down,0.900806188,0.252225733,-0.66992348,51,down
EOS,HALLMARK,TGF_BETA_SIGNALING,EOS.supp_none - none_none,0.866564417,-0.385644504,-1.14379238,51,down,0.89490872,0.267470575,-0.622635947,51,down
EOS,HALLMARK,TGF_BETA_SIGNALING,none_HRV - none_none,1,0.20244721,0.684006015,51,up,0.752280985,0.365655095,0.344398405,51,up
EOS,HALLMARK,TNFA_SIGNALING_VIA_NFKB,EOS.supp_HRV - EOS.supp_none,1.26E-05,0.455393648,1.900543191,195,up,4.48E-04,2.69E-05,4.08582826,195,up
EOS,HALLMARK,TNFA_SIGNALING_VIA_NFKB,EOS.supp_HRV - none_HRV,0.371674491,-0.305736984,-1.179516765,195,down,0.699311784,0.089933817,-1.343586636,195,down
EOS,HALLMARK,TNFA_SIGNALING_VIA_NFKB,EOS.supp_none - none_none,0.866564417,-0.297191423,-1.057436314,195,down,0.89490872,0.220176625,-0.7723987,195,down
EOS,HALLMARK,TNFA_SIGNALING_VIA_NFKB,none_HRV - none_none,4.50E-06,0.454283377,1.929942095,195,up,3.76E-04,2.26E-05,4.12864994,195,up
EOS,HALLMARK,UNFOLDED_PROTEIN_RESPONSE,EOS.supp_HRV - EOS.supp_none,0.076779853,0.370624052,1.436516428,111,up,0.04840409,0.006776573,2.491925806,111,up
EOS,HALLMARK,UNFOLDED_PROTEIN_RESPONSE,EOS.supp_HRV - none_HRV,1,-0.134514029,-0.480486307,111,down,0.836434252,0.518589236,-0.046685607,111,up
EOS,HALLMARK,UNFOLDED_PROTEIN_RESPONSE,EOS.supp_none - none_none,1,0.164264166,0.594134551,111,up,0.89490872,0.735202406,0.629961017,111,down
EOS,HALLMARK,UNFOLDED_PROTEIN_RESPONSE,none_HRV - none_none,0.060500738,0.376068757,1.469185847,111,up,0.052781747,0.005278175,2.579935612,111,up
EOS,HALLMARK,UV_RESPONSE_DN,EOS.supp_HRV - EOS.supp_none,0.426646707,-0.312652359,-1.157737865,129,down,0.903917566,0.750257723,-0.676264942,129,up
EOS,HALLMARK,UV_RESPONSE_DN,EOS.supp_HRV - none_HRV,0.949863931,-0.254454141,-0.931320427,129,down,0.809194959,0.462008032,0.095470233,129,up
EOS,HALLMARK,UV_RESPONSE_DN,EOS.supp_none - none_none,0.896442915,-0.306035318,-1.046292586,129,down,0.89490872,0.440802698,-0.14908669,129,down
EOS,HALLMARK,UV_RESPONSE_DN,none_HRV - none_none,0.356845898,-0.313396307,-1.181358338,129,down,0.822186188,0.211060287,-0.804043234,129,down
EOS,HALLMARK,UV_RESPONSE_UP,EOS.supp_HRV - EOS.supp_none,0.572289157,0.263653613,1.059653025,148,up,0.418374837,0.095615089,1.309977071,148,up
EOS,HALLMARK,UV_RESPONSE_UP,EOS.supp_HRV - none_HRV,0.34562212,-0.349786155,-1.308843956,148,down,0.699311784,0.097530093,-1.298756199,148,down
EOS,HALLMARK,UV_RESPONSE_UP,EOS.supp_none - none_none,0.866564417,-0.315900463,-1.097678753,148,down,0.89490872,0.169708316,-0.956875471,148,down
EOS,HALLMARK,UV_RESPONSE_UP,none_HRV - none_none,0.420375865,0.27273995,1.108895716,148,up,0.316746812,0.069684299,1.482176874,148,up
EOS,HALLMARK,WNT_BETA_CATENIN_SIGNALING,EOS.supp_HRV - EOS.supp_none,0.728416192,-0.318532436,-0.960289307,38,down,0.903917566,0.642904909,-0.367666109,38,up
EOS,HALLMARK,WNT_BETA_CATENIN_SIGNALING,EOS.supp_HRV - none_HRV,0.371674491,0.419505382,1.280844463,38,up,0.588577237,0.106920697,1.254096656,38,up
EOS,HALLMARK,WNT_BETA_CATENIN_SIGNALING,EOS.supp_none - none_none,0.914808462,-0.346622196,-0.97643564,38,down,0.89490872,0.309777027,-0.498590723,38,down
EOS,HALLMARK,WNT_BETA_CATENIN_SIGNALING,none_HRV - none_none,0.060500738,-0.510783108,-1.575657219,38,down,0.548671644,0.064925577,-1.531822153,38,down
EOS,HALLMARK,XENOBIOTIC_METABOLISM,EOS.supp_HRV - EOS.supp_none,0.717135258,0.243310952,0.985402764,159,up,0.70631345,0.211894035,0.800910667,159,up
EOS,HALLMARK,XENOBIOTIC_METABOLISM,EOS.supp_HRV - none_HRV,0.508540373,0.277412371,1.068426856,159,up,0.588577237,0.128379586,1.136146987,159,up
EOS,HALLMARK,XENOBIOTIC_METABOLISM,EOS.supp_none - none_none,1,-0.256769908,-0.897084871,159,down,0.89490872,0.406829869,-0.235906363,159,down
EOS,HALLMARK,XENOBIOTIC_METABOLISM,none_HRV - none_none,0.735607676,-0.25320536,-0.974296222,159,down,0.87272908,0.534972245,-0.087845088,159,up
AntiIL5,HALLMARK,ADIPOGENESIS,AntiIL5_HRV - AntiIL5_none,1,-0.244933664,-0.841978937,182,down,0.830786955,0.498652237,0.003380797,182,up
AntiIL5,HALLMARK,ADIPOGENESIS,AntiIL5_HRV - none_HRV,1,0.225614175,0.871384685,182,up,0.846442513,0.497029838,-0.007450585,182,down
AntiIL5,HALLMARK,ADIPOGENESIS,AntiIL5_none - none_none,1,0.25390292,0.716730644,182,up,0.463644145,0.139093244,-1.086189058,182,down
AntiIL5,HALLMARK,ADIPOGENESIS,none_HRV - none_none,0.577981651,-0.261312396,-1.048631619,182,down,0.885558799,0.173112678,-0.943245634,182,down
AntiIL5,HALLMARK,ALLOGRAFT_REJECTION,AntiIL5_HRV - AntiIL5_none,1,-0.206563952,-0.710204854,184,down,0.46690181,0.193819705,0.864937953,184,up
AntiIL5,HALLMARK,ALLOGRAFT_REJECTION,AntiIL5_HRV - none_HRV,0.46474359,0.326421738,1.259340517,184,up,0.910915508,0.801605647,0.84838777,184,down
AntiIL5,HALLMARK,ALLOGRAFT_REJECTION,AntiIL5_none - none_none,0.770833333,0.371436854,1.049451041,184,up,0.592102753,0.237331552,0.715651763,184,up
AntiIL5,HALLMARK,ALLOGRAFT_REJECTION,none_HRV - none_none,0.45137789,0.265841206,1.080005122,184,up,0.62461189,0.174891329,0.93621488,184,up
AntiIL5,HALLMARK,ANDROGEN_RESPONSE,AntiIL5_HRV - AntiIL5_none,1,-0.215982389,-0.698676752,92,down,0.46690181,0.168355985,0.963287679,92,up
AntiIL5,HALLMARK,ANDROGEN_RESPONSE,AntiIL5_HRV - none_HRV,1,0.223748811,0.78311957,92,up,0.846442513,0.606506269,0.270653109,92,down
AntiIL5,HALLMARK,ANDROGEN_RESPONSE,AntiIL5_none - none_none,1,-0.176066228,-0.782679252,92,down,0.148501703,0.029493913,-1.901402777,92,down
AntiIL5,HALLMARK,ANDROGEN_RESPONSE,none_HRV - none_none,0.378757989,-0.32183067,-1.170326108,92,down,0.885558799,0.222629811,-0.765036438,92,down
AntiIL5,HALLMARK,ANGIOGENESIS,AntiIL5_HRV - AntiIL5_none,0.302027902,-0.484330346,-1.318845763,27,down,0.490398909,0.137311695,-1.105937802,27,down
AntiIL5,HALLMARK,ANGIOGENESIS,AntiIL5_HRV - none_HRV,0.465608466,-0.437181624,-1.251281126,27,down,0.753006093,0.191408486,-0.881088082,27,down
AntiIL5,HALLMARK,ANGIOGENESIS,AntiIL5_none - none_none,0.770833333,0.451614265,1.090155503,27,up,0.540255975,0.200123339,0.848838746,27,up
AntiIL5,HALLMARK,ANGIOGENESIS,none_HRV - none_none,0.961538462,0.253385216,0.738465799,27,up,0.901840254,0.450920127,0.123940785,27,up
AntiIL5,HALLMARK,APICAL_JUNCTION,AntiIL5_HRV - AntiIL5_none,0.205549846,-0.368710439,-1.25157586,156,down,0.329029061,0.043844227,-1.713146141,156,down
AntiIL5,HALLMARK,APICAL_JUNCTION,AntiIL5_HRV - none_HRV,0.589065256,-0.273641024,-1.055321036,156,down,0.753006093,0.301202437,-0.521483151,156,down
AntiIL5,HALLMARK,APICAL_JUNCTION,AntiIL5_none - none_none,0.303244421,0.425700152,1.193665654,156,up,0.414117366,0.090645723,1.339849979,156,up
AntiIL5,HALLMARK,APICAL_JUNCTION,none_HRV - none_none,0.92321755,-0.229194579,-0.901168932,156,down,0.938376054,0.530867788,-0.077515286,156,up
AntiIL5,HALLMARK,APICAL_SURFACE,AntiIL5_HRV - AntiIL5_none,0.124335448,-0.520363995,-1.461084476,31,down,0.284106392,0.028410639,-1.943125044,31,down
AntiIL5,HALLMARK,APICAL_SURFACE,AntiIL5_HRV - none_HRV,0.593976998,-0.367094959,-1.077909541,31,down,0.753006093,0.272854644,-0.607661328,31,down
AntiIL5,HALLMARK,APICAL_SURFACE,AntiIL5_none - none_none,0.367231638,0.514994646,1.270342875,31,up,0.425228683,0.136073179,1.10854474,31,up
AntiIL5,HALLMARK,APICAL_SURFACE,none_HRV - none_none,0.662707096,-0.338617373,-1.009134986,31,down,0.885558799,0.271700045,-0.611379981,31,down
AntiIL5,HALLMARK,APOPTOSIS,AntiIL5_HRV - AntiIL5_none,0.041014648,0.279935816,1.262175815,154,up,0.174543897,0.03632743,1.801508756,154,up
AntiIL5,HALLMARK,APOPTOSIS,AntiIL5_HRV - none_HRV,0.46474359,-0.311458887,-1.198663115,154,down,0.632900188,0.107127409,-1.244541618,154,down
AntiIL5,HALLMARK,APOPTOSIS,AntiIL5_none - none_none,1,0.302581187,0.848746281,154,up,0.82831446,0.331325784,-0.436680607,154,down
AntiIL5,HALLMARK,APOPTOSIS,none_HRV - none_none,0.003041771,0.404053655,1.594095621,154,up,0.137771032,0.013777103,2.214441827,154,up
AntiIL5,HALLMARK,BILE_ACID_METABOLISM,AntiIL5_HRV - AntiIL5_none,0.074202325,-0.441765608,-1.426577787,89,down,0.329029061,0.078966975,-1.418181275,89,down
AntiIL5,HALLMARK,BILE_ACID_METABOLISM,AntiIL5_HRV - none_HRV,0.518200202,0.322513275,1.122464582,89,up,0.89932262,0.665498739,0.428271387,89,down
AntiIL5,HALLMARK,BILE_ACID_METABOLISM,AntiIL5_none - none_none,0.481049563,0.420672989,1.160527137,89,up,0.592102753,0.248683156,0.680065613,89,up
AntiIL5,HALLMARK,BILE_ACID_METABOLISM,none_HRV - none_none,0.258112094,-0.350261564,-1.260251622,89,down,0.885558799,0.165079631,-0.976496736,89,down
AntiIL5,HALLMARK,CHOLESTEROL_HOMEOSTASIS,AntiIL5_HRV - AntiIL5_none,1,-0.258204143,-0.814529459,68,down,0.747734199,0.41743921,0.208856309,68,up
AntiIL5,HALLMARK,CHOLESTEROL_HOMEOSTASIS,AntiIL5_HRV - none_HRV,0.623973727,0.314221088,1.056195339,68,up,0.910915508,0.789193347,0.806423781,68,down
AntiIL5,HALLMARK,CHOLESTEROL_HOMEOSTASIS,AntiIL5_none - none_none,0.977961433,0.352275698,0.956822058,68,up,0.950293411,0.418129101,-0.207096938,68,down
AntiIL5,HALLMARK,CHOLESTEROL_HOMEOSTASIS,none_HRV - none_none,0.875562512,-0.258323164,-0.897309105,68,down,0.904426632,0.360721002,-0.357285478,68,down
AntiIL5,HALLMARK,COAGULATION,AntiIL5_HRV - AntiIL5_none,1.99E-04,-0.530583776,-1.732116736,100,down,0.060458027,0.002418321,-2.849894922,100,down
AntiIL5,HALLMARK,COAGULATION,AntiIL5_HRV - none_HRV,0.518200202,-0.307914826,-1.111798996,100,down,0.753006093,0.257496615,-0.652254932,100,down
AntiIL5,HALLMARK,COAGULATION,AntiIL5_none - none_none,0.239790728,0.460358676,1.272460729,100,up,0.414117366,0.081910389,1.397742013,100,up
AntiIL5,HALLMARK,COAGULATION,none_HRV - none_none,0.214819934,-0.381694008,-1.400699683,100,down,0.885558799,0.119486928,-1.181133896,100,down
AntiIL5,HALLMARK,COMPLEMENT,AntiIL5_HRV - AntiIL5_none,1,-0.260909787,-0.895299798,172,down,0.505220413,0.23240139,0.731782197,172,up
AntiIL5,HALLMARK,COMPLEMENT,AntiIL5_HRV - none_HRV,0.661228526,0.266681491,1.019436469,172,up,0.910915508,0.759878392,0.706692348,172,down
AntiIL5,HALLMARK,COMPLEMENT,AntiIL5_none - none_none,0.25692359,0.42576308,1.200301336,172,up,0.414117366,0.11662114,1.194177228,172,up
AntiIL5,HALLMARK,COMPLEMENT,none_HRV - none_none,0.45137789,0.269072436,1.080508246,172,up,0.359412082,0.067713576,1.496583342,172,up
AntiIL5,HALLMARK,DNA_REPAIR,AntiIL5_HRV - AntiIL5_none,1,0.178322668,0.796089701,144,up,0.083419501,0.010678264,2.316202103,144,up
AntiIL5,HALLMARK,DNA_REPAIR,AntiIL5_HRV - none_HRV,1,-0.173642564,-0.655975706,144,down,0.753006093,0.262188471,-0.637502345,144,down
AntiIL5,HALLMARK,DNA_REPAIR,AntiIL5_none - none_none,1,-0.159869402,-0.812593783,144,down,0.040008763,0.00431073,-2.650395707,144,down
AntiIL5,HALLMARK,DNA_REPAIR,none_HRV - none_none,1,0.130981794,0.515129428,144,up,0.808295806,0.314386009,0.484096563,144,up
AntiIL5,HALLMARK,E2F_TARGETS,AntiIL5_HRV - AntiIL5_none,1,-0.201176217,-0.694289339,200,down,0.406680477,0.130319066,1.126592313,200,up
AntiIL5,HALLMARK,E2F_TARGETS,AntiIL5_HRV - none_HRV,0.00380338,-0.405911709,-1.606431286,200,down,0.029993184,6.00E-04,-3.264027001,200,down
AntiIL5,HALLMARK,E2F_TARGETS,AntiIL5_none - none_none,0.297421289,-0.235473408,-1.006925108,200,down,0.011398045,4.56E-04,-3.342508942,200,down
AntiIL5,HALLMARK,E2F_TARGETS,none_HRV - none_none,1,-0.165632201,-0.67026727,200,down,0.938376054,0.512250709,-0.030734973,200,up
AntiIL5,HALLMARK,EPITHELIAL_MESENCHYMAL_TRANSITION,AntiIL5_HRV - AntiIL5_none,1.13E-04,-0.490478098,-1.665050167,158,down,0.008594682,1.72E-04,-3.620858707,158,down
AntiIL5,HALLMARK,EPITHELIAL_MESENCHYMAL_TRANSITION,AntiIL5_HRV - none_HRV,0.465608466,-0.304369157,-1.172152753,158,down,0.632900188,0.126580038,-1.14483258,158,down
AntiIL5,HALLMARK,EPITHELIAL_MESENCHYMAL_TRANSITION,AntiIL5_none - none_none,0.002947901,0.524433609,1.47023366,158,up,0.058977443,0.004783798,2.607852073,158,up
AntiIL5,HALLMARK,EPITHELIAL_MESENCHYMAL_TRANSITION,none_HRV - none_none,0.258112094,-0.310607354,-1.223194026,158,down,0.885558799,0.266516172,-0.624089731,158,down
AntiIL5,HALLMARK,ESTROGEN_RESPONSE_EARLY,AntiIL5_HRV - AntiIL5_none,0.05882729,-0.402845339,-1.375991422,168,down,0.329029061,0.076138859,-1.434820379,168,down
AntiIL5,HALLMARK,ESTROGEN_RESPONSE_EARLY,AntiIL5_HRV - none_HRV,0.46474359,-0.31251041,-1.216481086,168,down,0.753006093,0.290202375,-0.553340393,168,down
AntiIL5,HALLMARK,ESTROGEN_RESPONSE_EARLY,AntiIL5_none - none_none,0.239790728,0.42911051,1.208365243,168,up,0.471306111,0.160244078,0.994937758,168,up
AntiIL5,HALLMARK,ESTROGEN_RESPONSE_EARLY,none_HRV - none_none,0.41382668,-0.27893829,-1.109470297,168,down,0.938376054,0.589019733,-0.225205089,168,up
AntiIL5,HALLMARK,ESTROGEN_RESPONSE_LATE,AntiIL5_HRV - AntiIL5_none,0.314380183,-0.352599695,-1.19927564,162,down,0.329029061,0.071180285,-1.4706657,162,down
AntiIL5,HALLMARK,ESTROGEN_RESPONSE_LATE,AntiIL5_HRV - none_HRV,0.46474359,-0.326403328,-1.260738014,162,down,0.632900188,0.091793554,-1.332660674,162,down
AntiIL5,HALLMARK,ESTROGEN_RESPONSE_LATE,AntiIL5_none - none_none,0.239790728,0.434711086,1.222605457,162,up,0.414117366,0.102281677,1.271245239,162,up
AntiIL5,HALLMARK,ESTROGEN_RESPONSE_LATE,none_HRV - none_none,0.504625736,0.268134613,1.069111292,162,up,0.808295806,0.338524716,0.416879726,162,up
AntiIL5,HALLMARK,FATTY_ACID_METABOLISM,AntiIL5_HRV - AntiIL5_none,1,-0.232075461,-0.780197766,137,down,0.685640049,0.329107223,0.442930147,137,up
AntiIL5,HALLMARK,FATTY_ACID_METABOLISM,AntiIL5_HRV - none_HRV,1,-0.223230841,-0.838040804,137,down,0.753006093,0.207744012,-0.815699702,137,down
AntiIL5,HALLMARK,FATTY_ACID_METABOLISM,AntiIL5_none - none_none,1,0.185797774,0.520769455,137,up,0.254987309,0.061196954,-1.549955516,137,down
AntiIL5,HALLMARK,FATTY_ACID_METABOLISM,none_HRV - none_none,0.961538462,-0.221219108,-0.851535687,137,down,0.886322177,0.30134954,-0.521211408,137,down
AntiIL5,HALLMARK,G2M_CHECKPOINT,AntiIL5_HRV - AntiIL5_none,1,-0.137381964,-0.473584703,196,down,0.174543897,0.038399657,1.774539358,196,up
AntiIL5,HALLMARK,G2M_CHECKPOINT,AntiIL5_HRV - none_HRV,0.46474359,-0.303281337,-1.199953855,196,down,0.632900188,0.059156225,-1.565372488,196,down
AntiIL5,HALLMARK,G2M_CHECKPOINT,AntiIL5_none - none_none,0.024980063,-0.278760588,-1.107083132,196,down,7.32E-04,1.46E-05,-4.238448153,196,down
AntiIL5,HALLMARK,G2M_CHECKPOINT,none_HRV - none_none,0.662707096,-0.247880432,-1.000441713,196,down,0.885558799,0.225470369,-0.75464632,196,down
AntiIL5,HALLMARK,GLYCOLYSIS,AntiIL5_HRV - AntiIL5_none,0.302055104,-0.348805028,-1.198128296,175,down,0.329029061,0.078317185,-1.419573341,175,down
AntiIL5,HALLMARK,GLYCOLYSIS,AntiIL5_HRV - none_HRV,0.836111111,-0.24284261,-0.94703535,175,down,0.798135605,0.398492058,-0.257450822,175,down
AntiIL5,HALLMARK,GLYCOLYSIS,AntiIL5_none - none_none,0.828828829,0.367646152,1.036825736,175,up,0.689507466,0.306789629,0.505427177,175,up
AntiIL5,HALLMARK,GLYCOLYSIS,none_HRV - none_none,0.60700659,-0.256496968,-1.029789898,175,down,0.885558799,0.207857439,-0.814865061,175,down
AntiIL5,HALLMARK,HEDGEHOG_SIGNALING,AntiIL5_HRV - AntiIL5_none,0.952631233,-0.347763151,-0.963153721,29,down,0.932537656,0.634125606,-0.344540723,29,up
AntiIL5,HALLMARK,HEDGEHOG_SIGNALING,AntiIL5_HRV - none_HRV,0.264806026,0.554601537,1.579716778,29,up,0.952036128,0.88476554,1.213201337,29,down
AntiIL5,HALLMARK,HEDGEHOG_SIGNALING,AntiIL5_none - none_none,0.48185941,0.492839242,1.207713454,29,up,0.540255975,0.205297271,0.829062796,29,up
AntiIL5,HALLMARK,HEDGEHOG_SIGNALING,none_HRV - none_none,0.722057865,-0.319327594,-0.944313051,29,down,0.904426632,0.339415692,-0.416241599,29,down
AntiIL5,HALLMARK,HEME_METABOLISM,AntiIL5_HRV - AntiIL5_none,0.947588137,0.201665496,0.944135058,184,up,0.159089876,0.02545438,1.958689082,184,up
AntiIL5,HALLMARK,HEME_METABOLISM,AntiIL5_HRV - none_HRV,1,-0.200949782,-0.789776868,184,down,0.798135605,0.410506321,-0.226406733,184,down
AntiIL5,HALLMARK,HEME_METABOLISM,AntiIL5_none - none_none,1,0.312445766,0.882778676,184,up,0.63357604,0.202744333,-0.832823743,184,down
AntiIL5,HALLMARK,HEME_METABOLISM,none_HRV - none_none,0.321507761,0.286810515,1.165194929,184,up,0.359412082,0.071882416,1.465155019,184,up
AntiIL5,HALLMARK,HYPOXIA,AntiIL5_HRV - AntiIL5_none,0.952631233,-0.280349763,-0.962544398,173,down,0.914436517,0.593766725,-0.237427439,173,up
AntiIL5,HALLMARK,HYPOXIA,AntiIL5_HRV - none_HRV,0.692991632,-0.2563669,-0.997317516,173,down,0.798135605,0.360137043,-0.358387123,173,down
AntiIL5,HALLMARK,HYPOXIA,AntiIL5_none - none_none,0.353130909,0.412972004,1.164583506,173,up,0.414117366,0.120135042,1.176347085,173,up
AntiIL5,HALLMARK,HYPOXIA,none_HRV - none_none,0.392101285,0.279548539,1.121366279,173,up,0.603787666,0.156984793,1.00840358,173,up
AntiIL5,HALLMARK,IL2_STAT5_SIGNALING,AntiIL5_HRV - AntiIL5_none,0.952631233,-0.279504086,-0.961489433,187,down,0.7918797,0.459290226,0.102293985,187,up
AntiIL5,HALLMARK,IL2_STAT5_SIGNALING,AntiIL5_HRV - none_HRV,0.46474359,-0.299607004,-1.180039284,187,down,0.632900188,0.123516214,-1.159424558,187,down
AntiIL5,HALLMARK,IL2_STAT5_SIGNALING,AntiIL5_none - none_none,1,0.338732517,0.956444586,187,up,0.701151106,0.344555176,0.400375828,187,up
AntiIL5,HALLMARK,IL2_STAT5_SIGNALING,none_HRV - none_none,0.258112094,0.295319981,1.204520973,187,up,0.603787666,0.151433219,1.031823409,187,up
AntiIL5,HALLMARK,IL6_JAK_STAT3_SIGNALING,AntiIL5_HRV - AntiIL5_none,0.035285142,0.34253037,1.522552316,82,up,0.274446199,0.082294214,1.396582746,82,up
AntiIL5,HALLMARK,IL6_JAK_STAT3_SIGNALING,AntiIL5_HRV - none_HRV,1,0.216899405,0.748911104,82,up,0.846442513,0.54750206,0.119540254,82,down
AntiIL5,HALLMARK,IL6_JAK_STAT3_SIGNALING,AntiIL5_none - none_none,0.239790728,0.476692723,1.306027761,82,up,0.414117366,0.116513203,1.197341542,82,up
AntiIL5,HALLMARK,IL6_JAK_STAT3_SIGNALING,none_HRV - none_none,0.002129311,0.503019375,1.826143158,82,up,0.160759721,0.019291167,2.089033634,82,up
AntiIL5,HALLMARK,INFLAMMATORY_RESPONSE,AntiIL5_HRV - AntiIL5_none,1,-0.253237852,-0.869988639,177,down,0.46690181,0.198945529,0.84647182,177,up
AntiIL5,HALLMARK,INFLAMMATORY_RESPONSE,AntiIL5_HRV - none_HRV,0.71485532,0.257659402,0.992684658,177,up,0.846442513,0.609438609,0.278068876,177,down
AntiIL5,HALLMARK,INFLAMMATORY_RESPONSE,AntiIL5_none - none_none,0.010504184,0.496805265,1.402128785,177,up,0.058977443,0.005897744,2.532147155,177,up
AntiIL5,HALLMARK,INFLAMMATORY_RESPONSE,none_HRV - none_none,2.03E-04,0.430547765,1.746814254,177,up,0.032744655,0.002619572,2.811217158,177,up
AntiIL5,HALLMARK,INTERFERON_ALPHA_RESPONSE,AntiIL5_HRV - AntiIL5_none,4.48E-27,0.769892934,3.487300385,97,up,8.13E-17,1.63E-18,9.664283799,97,up
AntiIL5,HALLMARK,INTERFERON_ALPHA_RESPONSE,AntiIL5_HRV - none_HRV,1,0.193038955,0.675356493,97,up,0.910915508,0.738853281,0.641504863,97,down
AntiIL5,HALLMARK,INTERFERON_ALPHA_RESPONSE,AntiIL5_none - none_none,0.007067955,0.561268635,1.548168992,97,up,0.055648693,0.003338922,2.742498872,97,up
AntiIL5,HALLMARK,INTERFERON_ALPHA_RESPONSE,none_HRV - none_none,4.36E-22,0.781407449,2.912225106,97,up,1.00E-15,4.01E-17,9.254095787,97,up
AntiIL5,HALLMARK,INTERFERON_GAMMA_RESPONSE,AntiIL5_HRV - AntiIL5_none,1.51E-25,0.605814988,2.84373631,198,up,2.58E-15,1.03E-16,8.592755099,198,up
AntiIL5,HALLMARK,INTERFERON_GAMMA_RESPONSE,AntiIL5_HRV - none_HRV,0.46474359,0.304294761,1.182765555,198,up,0.961281415,0.961281415,1.77075652,198,down
AntiIL5,HALLMARK,INTERFERON_GAMMA_RESPONSE,AntiIL5_none - none_none,0.002479945,0.514841069,1.45635858,198,up,0.049216785,9.84E-04,3.115821213,198,up
AntiIL5,HALLMARK,INTERFERON_GAMMA_RESPONSE,none_HRV - none_none,6.55E-27,0.68843444,2.812420049,198,up,7.88E-16,1.58E-17,8.893233459,198,up
AntiIL5,HALLMARK,KRAS_SIGNALING_DN,AntiIL5_HRV - AntiIL5_none,0.04063156,-0.445539477,-1.467982145,106,down,0.284106392,0.026189849,-1.951559774,106,down
AntiIL5,HALLMARK,KRAS_SIGNALING_DN,AntiIL5_HRV - none_HRV,0.836111111,0.265352712,0.943842948,106,up,0.846442513,0.489486722,-0.026387993,106,down
AntiIL5,HALLMARK,KRAS_SIGNALING_DN,AntiIL5_none - none_none,0.010504184,0.543343572,1.506505988,106,up,0.055648693,0.002894906,2.790081807,106,up
AntiIL5,HALLMARK,KRAS_SIGNALING_DN,none_HRV - none_none,0.289246824,0.318941538,1.209217359,106,up,0.808295806,0.281312707,0.579974474,106,up
AntiIL5,HALLMARK,KRAS_SIGNALING_UP,AntiIL5_HRV - AntiIL5_none,0.199107449,-0.368984056,-1.255002757,162,down,0.329029061,0.048587627,-1.663683133,162,down
AntiIL5,HALLMARK,KRAS_SIGNALING_UP,AntiIL5_HRV - none_HRV,0.46474359,-0.307117284,-1.186245364,162,down,0.632900188,0.117501285,-1.189830815,162,down
AntiIL5,HALLMARK,KRAS_SIGNALING_UP,AntiIL5_none - none_none,0.08427748,0.467410361,1.3145707,162,up,0.207624408,0.033219905,1.842019452,162,up
AntiIL5,HALLMARK,KRAS_SIGNALING_UP,none_HRV - none_none,0.258112094,0.306443976,1.221859095,162,up,0.808295806,0.265776863,0.626396565,162,up
AntiIL5,HALLMARK,MITOTIC_SPINDLE,AntiIL5_HRV - AntiIL5_none,1,-0.18517898,-0.639288557,199,down,0.274446199,0.077770533,1.422951623,199,up
AntiIL5,HALLMARK,MITOTIC_SPINDLE,AntiIL5_HRV - none_HRV,0.589065256,-0.26684488,-1.057127732,199,down,0.798135605,0.415030515,-0.214767172,199,down
AntiIL5,HALLMARK,MITOTIC_SPINDLE,AntiIL5_none - none_none,1,0.223748167,0.633198615,199,up,0.05440294,0.007616412,-2.437540504,199,down
AntiIL5,HALLMARK,MITOTIC_SPINDLE,none_HRV - none_none,0.961538462,-0.2187109,-0.884618256,199,down,0.885558799,0.271087101,-0.610079743,199,down
