group,pathway,fgsea.FDR,fgsea.ES,fgsea.NES,fgsea.size,fgsea.FC,fgsea.leadingEdge,gage.FDR,gage.geomean,gage.statmean,gage.size,gage.FC
none_HRVnone_none,HALLMARK_PROTEIN_SECRETION,0.2904929577464789,0.3571309421468467,1.3280300766632231,93,up,DOP1A;BNIP3;ICA1;NAPA;KIF1B;STX16;MON2;CTSC;IGF2R;PAM;GOLGA4;TPD52;AP2B1;CAV2;TMX1;SGMS1;CLCN3;RAB9A;TSG101;EGFR;SEC31A;SNX2;RAB22A;CLTA;SCAMP1;LAMP2;ATP6V1H;VAMP7;AP3S1;SEC22B;OCRL;VAMP4;COPE;AP3B1;GOSR2;GLA;YIPF6;NAPG;RAB2A;ARF1;COPB2;YKT6;GNAS;VAMP3;ARCN1;VPS4B;TMED2;COPB1;ABCA1;M6PR;RER1;USO1,0.20331773518774668,0.02846448292628451,1.9205185037673143,93,up
none_HRVnone_none,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.9475335962018188,-0.24793646610253509,-0.7935908912171507,49,down,MPO;FES;ERCC2;GPX3;HHEX;PRDX2;MBP;IPCEF1,0.938376054090732,0.5693790484952402,-0.17530394410153508,49,up
none_HRVnone_none,HALLMARK_SPERMATOGENESIS,0.6223302400942701,0.2833201237773789,1.0334597793062297,80,up,CCNA1;IL12RB2;CCT6B;ZC2HC1C;ACE;SEPTIN4;DPEP3;SPATA6;GFI1;HSPA1L;ARL4A;BRAF,0.8907022622215122,0.42725282994911185,0.18367358644507342,80,up
none_HRVnone_none,HALLMARK_TGF_BETA_SIGNALING,0.7687472803751872,-0.29509492353304784,-0.9498921710810102,51,down,SKI;THBS1;SMAD1;TGFBR1;ENG;SMURF2;FURIN;SLC20A1;NCOR2;SMAD3;CDKN1C,0.9044266318779715,0.3617706527511886,-0.3547920341366272,51,down
none_HRVnone_none,HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.02421307506053269,0.4570812633323758,1.8632390631324214,195,up,CXCL10;CXCL11;FOSL1;DDX58;IFIT2;F2RL1;TUBB2A;GCH1;CCL4;PHLDA2;ATF3;PDE4B;IFIH1;DNAJB4;PLK2;NR4A3;IL6;PHLDA1;CLCF1;IL15RA;TRIB1;DRAM1;BTG3;GADD45B;CFLAR;DUSP5;KLF9;SAT1;MCL1;MXD1;MYC;TAP1;FOSL2;KDM6B;ACKR3;B4GALT5;NAMPT;CXCL3;KLF6;PPP1R15A;CD80;SERPINB8;ZBTB10;SOCS3;CXCL2;CD69;MSC;ZFP36;NFAT5;NINJ1;RIPK2;TNFAIP6;SPHK1;CCL5;STAT5A;REL;JUNB;IRF1;NFKBIA;BTG1;NFKB1;SQSTM1;IER2;PLEK;CCN1;CCL20;CCRL2;NFKBIE;KLF4;TRAF1;NFE2L2;FUT4;CCNL1;TNIP2;EGR2;RNF19B;BHLHE40;RHOB;IRS2;BIRC3;CDKN1A;KYNU;KLF10;TANK,0.0018196307954065644,1.0917784772439356e-4,3.7349159614034915,195,up
none_HRVnone_none,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.31134461957579296,0.3263787142984549,1.2479683206268184,111,up,IFIT1;PSAT1;TUBB2A;ATF3;ERN1;EXOSC9;CHAC1;SSR1;PAIP1;DNAJB9;NABP1;PDIA5;DCP1A;EDEM1;XBP1;SEC11A;ARFGAP1;DNAJA4;DNAJC3;TTC37;ATF4;WFS1;SEC31A;MTHFD2;CNOT4;EIF2S1;KIF5B;HERPUD1;WIPI1;ATF6;CEBPB,0.27363247410940617,0.043781195857504944,1.716455708304308,111,up
none_HRVnone_none,HALLMARK_UV_RESPONSE_DN,0.1477832512315271,-0.37485944159938844,-1.4230099734163795,129,down,COL1A1;MAGI2;KALRN;DBP;F3;BCKDHB;KIT;PMP22;INPP4B;FBLN5;TFPI;TGFBR3;MIOS;PRKCA;ZMIZ1;ARHGEF9;FZD2;MGMT;LTBP1;CAV1;ACVR2A;LPAR1;SDC2;SYNJ2;CDC42BPA;BDNF;ATRN;FHL2;PLCB4;RASA2;SIPA1L1;VAV2,0.8855587988028762,0.04911374801363498,-1.6595934426272296,129,down
none_HRVnone_none,HALLMARK_UV_RESPONSE_UP,0.44860799577780713,0.28066469490510204,1.1034226147022819,148,up,GCH1;ATF3;HMOX1;MSX1;IL6;ABCB1;RET;BTG3;APOM;CNP;TAP1;EPHX1;CCNE1;LHX2;C4BPB;CDKN2B;MAPK8IP2;CASP3;CXCL2;BAK1;HLA-F;SLC25A4;JUNB;IRF1;NFKBIA;BTG1;SQSTM1;KCNH2;FMO1;PTPRD;RASGRP1;CREG1;DNAJA1;SLC6A8;RXRB;HSPA13;RHOB;PRKCD,0.36304530267034735,0.0798699665874764,1.4095762172033626,148,up
none_HRVnone_none,HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.3067979977393832,-0.4534766734352571,-1.3741042059565054,38,down,NOTCH4;WNT6;GNAI1;FZD1;FRAT1;WNT5B;PPARD;TCF7;PSEN2;JAG1;LEF1;NCOR2,0.8855587988028762,0.0738408403298935,-1.4634789144143858,38,down
none_HRVnone_none,HALLMARK_XENOBIOTIC_METABOLISM,0.886855862584018,0.22932462024165565,0.9109130627257516,159,up,CYP2J2;IGFBP4;AKR1C2;GCH1;HMOX1;MT2A;EPHA2;CCL25;PTGDS;ENTPD5;ABCC3;DDC;ITIH4;TPST1;HSD11B1;EPHX1;SLC22A1;TAT;NINJ1;AKR1C3;JUP;ATOH8;SSR3;ESR1;FMO1;AQP9;IRF8;GABARAPL1;LPIN2;GCNT2;MAN1A1;BLVRB;IGF1;PMM1;KYNU;SERTAD1;SAR1B;CFB;CNDP2;PTS;FABP1;PROS1;CDA;VNN1;RAP1GAP;HSD17B2;G6PC,0.808295806188179,0.3218554843125867,0.4629677829375347,159,up
AntiIL5_HRVAntiIL5_none,HALLMARK_ADIPOGENESIS,1,-0.2510679813527194,-0.867853951504347,183,down,PHLDB1;BCL6;REEP6;CD302;GPX3;SOWAHC;SLC25A10;APOE;COL15A1;SLC19A1;LIPE;RETN;ALDH2;LTC4S;SLC27A1;TST;ELOVL6;HADH;MTARC2;FAH;NKIRAS1;PHYH;IFNGR1;APLP2;CMBL;PEMT;C3;ITGA7;OMD;CAVIN1;SCARB1;ITSN1;ESYT1;SPARCL1;CAT;GPHN;ITIH5;ANGPT1;CD36;POR;DHCR7;SSPN,0.8466444953640427,0.5249195871257065,-0.0625499991119217,183,up
AntiIL5_HRVAntiIL5_none,HALLMARK_ALLOGRAFT_REJECTION,1,-0.20656395242048578,-0.7133081194853089,184,down,IL13;LY86;CCL7;NLRP3;CFP;INHBA;F2R;LCK;FGR;MMP9;IL16;TIMP1;SIT1;STAB1;IL4;CD3E;TLR2;ITGB2;KRT1;CDKN2A;LTB;EGFR;IFNG;IL9;IFNGR1;CCL2;CD3G;IL27RA;BCAT1;TLR6;RPL39;HLA-DRA;CD74;HLA-DMB;IL1B;CD96;ITK;EIF4G3;CD7;CD2;RPS19;MAP4K1;GZMB;PTPN6;CD3D;CXCR3;HLA-DQA1;GZMA;CAPG;IFNAR2;HLA-DMA;PRKCB;RPS3A;CCL13;CSK;NME1;B2M;ELANE;C2;WAS,0.46690181042487533,0.19381970452484937,0.8649379530641114,184,up
AntiIL5_HRVAntiIL5_none,HALLMARK_ANDROGEN_RESPONSE,1,-0.2159823888614484,-0.7115220871206404,92,down,ALDH1A3;CDC14B;STEAP4;MERTK;SELENOP;ZMIZ1;CCND1;PTPN21;NKX3-1;KRT8;SORD;FADS1;DHCR24;ITGAV;HSD17B14;MAF;MAP7,0.46690181042487533,0.16835598544483985,0.9632876791619824,92,up
AntiIL5_HRVAntiIL5_none,HALLMARK_ANGIOGENESIS,0.27984070605962763,-0.4843303459607739,-1.322437114084646,27,down,JAG2;SPP1;LUM;PDGFA;OLR1;TIMP1;FGFR1;S100A4;PGLYRP1;PRG2;COL5A2;ITGAV,0.4903989090879625,0.13731169454462952,-1.1059378022922386,27,down
AntiIL5_HRVAntiIL5_none,HALLMARK_APICAL_JUNCTION,0.1838235294117647,-0.3687104386214434,-1.2647595117592678,156,down,AMIGO1;GAMT;JAM3;MPZL2;CD276;SGCE;AMIGO2;MMP2;MYL9;CRB3;THBS3;NFASC;COL16A1;CLDN7;NECTIN3;VWF;MMP9;NLGN3;NRTN;HADH;TNFRSF11B;BAIAP2;NLGN2;TJP1;EGFR;LAMC2;CNN2;FBN1;BMP1;ITGA9;COL9A1;ACTB;TMEM8B;ADAM15;LAMA3;ICAM5;NRXN2;CDH3;GRB7;CD34;SPEG;RHOF;SLIT2;MAP3K20;PIK3R3;PFN1;LAMB3;SHROOM2;VASP;TSPAN4;INPPL1;IRS1;ZYX;ITGA2;PTEN;ACTG1;ATP1A3;ACTN1;LIMA1;RSU1,0.33112991955079535,0.04384422701740659,-1.713146141497496,156,down
AntiIL5_HRVAntiIL5_none,HALLMARK_APICAL_SURFACE,0.14307726172132954,-0.5203639946093367,-1.4763875359489933,31,down,MAL;DCBLD2;LYPD3;GHRL;SRPX;CD160;FLOT2;NTNG1;TMEM8B;ATP8B1;MDGA1;GAS1;SHROOM2;SULF2,0.28410639152100453,0.028410639152100445,-1.943125043573289,31,down
AntiIL5_HRVAntiIL5_none,HALLMARK_APOPTOSIS,0.14367816091954025,0.279935816343272,1.3127856194306418,154,up,IFNB1;ATF3;CD38;BTG3;FASLG;GCH1;HGF;CASP7;TNFSF10;NEDD9;HMOX1;H1-0;PMAIP1;BCL2L1;CFLAR;IRF1;EMP1;DDIT3;MCL1;CDC25B;IGF2R;CASP4;FAS;TAP1;RARA;SMAD7;CCND2;CD69;GADD45B;CASP1;ISG20;IL6;IFITM3;PTK2;XIAP;SAT1;CASP3,0.17454389656622787,0.036327429716954796,1.801508755827028,154,up
AntiIL5_HRVAntiIL5_none,HALLMARK_BILE_ACID_METABOLISM,0.10482180293501048,-0.44176560849863417,-1.4494142313342298,89,down,SLC27A5;CH25H;PEX12;ALDH8A1;GNMT;LCK;LIPE;AQP9;NR3C2;PEX11G;ABCA9;SULT2B1;CYP27A1;HSD3B7;HSD17B6;PECR;DIO2;ABCA3;ABCA6;PHYH;PXMP2;AR;FADS1;PRDX5;DHCR24;ABCA8;RXRA;CYP7B1;APOA1;IDH2;CAT;PEX6;ABCA2;PIPOX;ISOC1,0.33112991955079535,0.078966974608548,-1.4181812753147822,89,down
AntiIL5_HRVAntiIL5_none,HALLMARK_CHOLESTEROL_HOMEOSTASIS,1,-0.25820414250150175,-0.8234369060265008,68,down,ERRFI1;CXCL16;GSTM2;SEMA3B;MAL2;ALDOC;TNFRSF12A;FASN;ETHE1;GLDC;TMEM97;CHKA;TM7SF2;ABCA2;DHCR7;CYP51A1;PNRC1;ACTG1;MVK;ACAT2;ECH1;PLAUR;FADS2;FDFT1;EBP;PDK3,0.7477341993117771,0.4174392103519182,0.20885630870056637,68,up
AntiIL5_HRVAntiIL5_none,HALLMARK_COAGULATION,0.026399155227032733,-0.5305837755802038,-1.7649736303561019,100,down,TFPI2;CTSK;A2M;F8;CTSV;SERPINB2;PROZ;CTSH;MMP2;OLR1;PROS1;SERPINE1;MMP7;SH2B2;VWF;MMP9;TIMP1;F12;C8G;C1S;PLAU;S100A13;MEP1A;GNG12;LRP1;SERPINA1;FBN1;BMP1;CFB;CPQ;C3;TF;MASP2;GSN;PRSS23;LTA4H;ITIH1;KLF7;THBS1;MMP11;MMP14;GP9;APOA1;FURIN;CSRP1;P2RY1;ANG;DPP4,0.06045802680210885,0.0024183210720843513,-2.8498949216945837,100,down
AntiIL5_HRVAntiIL5_none,HALLMARK_COMPLEMENT,1,-0.26090978651815316,-0.8990779666778913,172,down,TFPI2;F8;FCN1;CTSV;SERPINB2;CTSH;MMP12;OLR1;CP;CDA;SERPINE1;DGKG;LCK;TIMP2;TIMP1;CTSL;CA2;C1S;PIM1;S100A13;LRP1;PCLO;PLA2G7;SERPINA1;KCNIP2;CXCL1;RASGRP1;CFB;CPQ;C3;CTSD;CR2;DYRK2;CBLB;LTA4H;ITIH1;MMP14;GP9;DGKH;CR1;CSRP1;ANG;CD36;DPP4;PFN1,0.505220413063719,0.2324013900093108,0.7317821970210702,172,up
AntiIL5_HRVAntiIL5_none,HALLMARK_DNA_REPAIR,1,0.17829826617719022,0.8222422309163833,145,up,CMPK2;NT5C3A;PDE4B;BRF2;GTF2F1;RNMT;NFX1;DCTN4;UPF3B;POLD3;CSTF3;GTF2H1;ELL;TAF1C;RFC3;POLR2A;ERCC8;POLH;GTF3C5;GSDME;TAF9;SSRP1;SMAD5;RAD52;GTF2B;SEC61A1;NUDT21;ELOA;ERCC3;ERCC5,0.08341950067837368,0.010344360436592783,2.3283294913405914,145,up
AntiIL5_HRVAntiIL5_none,HALLMARK_E2F_TARGETS,1,-0.20117621676242067,-0.6992166527714345,200,down,KIF4A;CIT;DEPDC1;TOP2A;KIF2C;CHEK2;CDCA8;SPC25;WEE1;DLGAP5;CDKN3;CDCA3;BIRC5;CDKN2A;KIF18B;DCLRE1B;PAN2;PLK1;DIAPH3;MXD3;NAA38;E2F8;PSIP1;CENPE;CDC20;CHEK1;UBE2T;SPAG5;H2AX;MMS22L;CCNB2;DUT;ATAD2,0.40724708150933436,0.13031906608298693,1.1265923133935316,200,up
AntiIL5_HRVAntiIL5_none,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.026399155227032733,-0.4904780976976171,-1.6855475307145455,158,down,WNT5A;TFPI2;COL6A3;PCOLCE;TGFBR3;GEM;SPP1;COL1A1;ADAM12;COL1A2;LUM;COL8A2;PMP22;ECM2;MMP2;INHBA;COL6A2;SLC6A8;MYL9;PDLIM4;TPM2;SERPINE1;SDC1;COL16A1;MEST;BDNF;OXTR;CCN1;NT5E;TIMP1;CTHRC1;CALD1;TNFRSF11B;IGFBP2;TNFRSF12A;SPOCK1;FBN2;MGP;CXCL12;SGCD;PRRX1;LOX;LAMA1;COL11A1;LAMC2;LRP1;PRSS2;GPC1;CXCL8;FERMT2;CXCL1;COL5A2;FBN1;BMP1;TNC;LAMA2;PVR;LAMA3;ITGAV;PFN2;DKK1;THBS1;LOXL2;SERPINH1;QSOX1;LGALS1;FBLN2;THBS2;SCG2,0.0085946818045586,1.7189363609117233e-4,-3.6208587073929253,158,down
AntiIL5_HRVAntiIL5_none,HALLMARK_ESTROGEN_RESPONSE_EARLY,0.10482180293501048,-0.4028453390528527,-1.3919733440783093,168,down,TIAM1;LRIG1;DLC1;TBC1D30;PDZK1;MUC1;PTGES;MYBL1;KRT18;RETREG1;WFS1;RHOBTB3;SEMA3B;OPN3;P2RY2;SLC19A2;DEPTOR;TSKU;CLDN7;SULT2B1;FOS;HES1;CELSR1;ABLIM1;CCND1;AKAP1;FASN;BCL11B;WWC1;TPD52L1;CXCL12;CCN5;THSD4;SYBU;KRT8;NAV2;ASB13;ABCA3;FHL2;TJP3;AR;RASGRP1;DHRS2;SLC16A1;FRK;EGR3;PRSS23;DHRS3;ZNF185;IGF1R;FARP1;ESRP2;RPS6KA2;REEP1;ELF3;SCARB1;FCMR;SLC24A3;PODXL;SCNN1A;SYNGR1;ALDH3B1;OLFM1;SVIL,0.33112991955079535,0.07613885900027194,-1.434820378642522,168,down
AntiIL5_HRVAntiIL5_none,HALLMARK_ESTROGEN_RESPONSE_LATE,0.27984070605962763,-0.35189276822335686,-1.2108965057337513,163,down,TIAM1;TFPI2;KIF20A;IMPA2;PDZK1;TOP2A;PTGES;CXCL14;EMP2;WFS1;NAB2;SEMA3B;OPN3;MEST;HSPA4L;ASS1;SULT2B1;FOS;LSR;CA2;TST;CCND1;ATP2B4;GAL;TPD52L1;CXCL12;CCN5;LAMC2;FGFR3;ABCA3;SORD;TJP3;SERPINA1;SCUBE2;DHRS2;SLC16A1;UNC13B;FRK;EGR3;PRSS23;DLG5;CDC20;PERP;FARP1;RPS6KA2;LARGE1;SCARB1;SLC24A3;CYP4F11;SLC2A8;SCNN1A;ALDH3B1;OLFM1;TRIM29;IDH2;IL17RB;GINS2;PTPN6;ST14;DHCR7,0.33112991955079535,0.07222313682832424,-1.4629733661718103,163,down
AntiIL5_HRVAntiIL5_none,HALLMARK_FATTY_ACID_METABOLISM,1,-0.23207546118475997,-0.7920623212165495,137,down,AADAT;REEP6;D2HGDH;CYP1A1;AQP7;LTC4S;CBR3;CA2;ACSS1;HADH;FASN;MIF;FABP1;PTPRG;DHCR24;LGALS1;VNN1;ACSM3;CD36;FMO1;BMPR1B;HPGD;ALAD;PCBD1;GRHPR;ACAT2;S100A10;SLC22A5;SUCLG2;ALDH3A2;ECH1;NTHL1;ALDOA;H2AZ1;G0S2;APEX1;GLUL;HSD17B4,0.6856400487494875,0.3291072233997539,0.4429301470562953,137,up
AntiIL5_HRVAntiIL5_none,HALLMARK_G2M_CHECKPOINT,1,-0.13738196397165484,-0.47674544409452485,196,down,KIF4A;POLQ;E2F1;TRAIP;TOP2A;KIF2C;TROAP;RASAL2;CDKN3;CCND1;CHAF1A;BIRC5;KIF15;PLK1;MEIS1;CENPE;WRN;CDC20;CHEK1;RAD54L;H2AX;UBE2C;CCNB2;MAP3K20;GINS2;PURA;STMN1;SMARCC1;EGF;HMGB3;KIF23;AURKA;SLC38A1;PRC1;CKS1B;CDC25A;MARCKS;H2AZ1;CDC45;MKI67,0.17454389656622787,0.03839965724457015,1.774539357860639,196,up
AntiIL5_HRVAntiIL5_none,HALLMARK_GLYCOLYSIS,0.27984070605962763,-0.3479039687756122,-1.1999392698655114,176,down,SPAG4;GPC4;P4HA2;PAXIP1;DSC2;KIF20A;ALDH7A1;DEPDC1;ARTN;TKTL1;SLC25A10;PPFIA4;MERTK;SDC1;AK4;NT5E;IDUA;PKP2;TPST1;HS2ST1;PC;AGRN;MIF;SDC2;EFNA3;CLDN3;EGFR;MET;GLCE;SRD5A3;GPC1;NDST3;BIK;LCT;IRS2;EGLN3;NANP;IL13RA1;QSOX1;ELF3;LDHC;KDELR3;ANG;MXI1;SLC25A13;CXCR4;CACNA1H;PYGL;STMN1;LHPP;TPI1;GALK1;PPIA;CTH;AURKA;DDIT4;DPYSL4;VEGFA;ALDOA;VCAN;PFKFB1;TGFBI;TXN;ENO1;PDK3;P4HA1;B4GALT2;MPI;FAM162A;RRAGD;TPBG;NDUFV3;CYB5A,0.33112991955079535,0.07947118069219083,-1.4116728685268192,176,down
AntiIL5_HRVAntiIL5_none,HALLMARK_HEDGEHOG_SIGNALING,0.9642857142857144,-0.34776315055439566,-0.9740219006046449,29,down,NRCAM;OPHN1;ADGRG1;SHH;CELSR1;GLI1;ETS2;SCG2;L1CAM;RTN1,0.9325376563136452,0.6341256062932786,-0.3445407228763684,29,up
AntiIL5_HRVAntiIL5_none,HALLMARK_HEME_METABOLISM,1,0.20166549580681392,0.9390701442329146,184,up,TSPAN5;TNS1;ENDOD1;CDR2;TRAK2;MARCHF8;ISCA1;TENT5C;NFE2;H1-0;ELL2;RNF19A;CAST;KHNYN;EPOR;GATA1;FOXO3;ARHGEF12;NEK7;LPIN2;OPTN;BLVRA;CLCN3;E2F2;BLVRB;USP15;EPB41;BPGM;SLC6A9;ACKR1;LRP10;SYNJ1;NFE2L1;SLC11A2;VEZF1;CTNS;TFRC;BMP2K;ACP5;PICALM;RANBP10;ADD1;XPO7;CDC27;RIOK3;RNF123;GCLM;NNT;SEC14L1;CIR1;EZH1;BACH1,0.15908987639299255,0.025454380222878777,1.9586890824570466,184,up
AntiIL5_HRVAntiIL5_none,HALLMARK_HYPOXIA,0.9642857142857144,-0.2803497627113331,-0.966767127195123,173,down,EFNA1;GPC4;P4HA2;ERRFI1;NCAN;SRPX;TKTL1;PPFIA4;CP;SERPINE1;AK4;CCN1;SULT2B1;FOS;S100A4;PIM1;ALDOC;FBP1;MIF;AMPD3;SDC2;KLHL24;EFNA3;CCN5;EGFR;SELENBP1;LOX;SLC2A5;GPC1;SLC2A3;CHST3;CDKN1C;PPARGC1A;IRS2;PRDX5;KLF7;NEDD4L;PYGM;CAVIN1;LDHC;LARGE1;KDELR3;BCAN;SCARB1;GAA,0.9144365174745568,0.5937667252084232,-0.2374274390360754,173,up
AntiIL5_HRVAntiIL5_none,HALLMARK_IL2_STAT5_SIGNALING,0.9642857142857144,-0.27950408590071724,-0.9658119986145668,187,down,IL13;COL6A1;TIAM1;CSF2;ETV4;CST7;ICOS;SPP1;TNFRSF18;SPRY4;IL1RL1;LRIG1;EOMES;HOPX;MUC1;SELP;SMPDL3A;TNFRSF8;CTLA4;NT5E;CA2;ABCB1;PIM1;CDCP1;DRC1;EEF1AKMT1;LTB;TNFRSF4;FAH;SLC2A3;RGS16;IFNGR1;COCH;CDKN1C;IL1R2;TTC39B;DHRS3;ITGAV;IGF1R,0.7918796999586507,0.45929022597601743,0.10229398512718935,187,up
AntiIL5_HRVAntiIL5_none,HALLMARK_IL6_JAK_STAT3_SIGNALING,0.12658227848101267,0.34253037011416587,1.4590334752138894,82,up,CXCL11;CSF3R;CD38;IL15RA;CXCL10;CXCL9;HMOX1;SOCS3;IL7;IRF1;CCR1;IRF9;CXCL13;STAT2;IL2RA;FAS;ITGA4;IL6ST;IL6;IL12RB1;TNFRSF1A;PIK3R5;STAT3;MYD88;BAK1;STAM2;PTPN2;STAT1;JUN;CSF1;IL4R,0.27431404559174133,0.08229421367752238,1.396582746288434,82,up
AntiIL5_HRVAntiIL5_none,HALLMARK_INFLAMMATORY_RESPONSE,1,-0.25323785238715085,-0.8739502755279029,177,down,CCL24;DCBLD2;SLC1A2;CCL7;NOD2;FFAR2;NLRP3;CLEC5A;NMUR1;IL1R1;INHBA;OLR1;SCARF1;SERPINE1;HBEGF;ACVR1B;P2RY2;CXCR6;LCK;AQP9;TIMP1;TACR1;KCNJ2;FPR1;OPRK1;STAB1;CCL17;TLR2;MEP1A;MET;RGS16;CXCL8;MSR1;CD14;CCL2;RASGRP1;P2RX7,0.46690181042487533,0.19894552900350002,0.8464718204467996,177,up
AntiIL5_HRVAntiIL5_none,HALLMARK_INTERFERON_ALPHA_RESPONSE,0.10482180293501048,0.7698929343155577,3.3554754818212307,97,up,CXCL11;DHX58;IFIT2;OASL;RTP4;RSAD2;CXCL10;IFIT3;TDRD7;GBP4;USP18;GMPR;HERC6;HELZ2;CMPK2;OAS1;TMEM140;DDX60;SAMD9L;IFI44L;LGALS3BP;IFI44;TRIM25;IFIH1;IFI27;PROCR;SAMD9;TRIM21;IL7;EPSTI1;PARP9;IRF1;PARP12;WARS1;ADAR;TENT5A;PARP14;IRF9;SP110;STAT2;CNP;LY6E;IFI35;TRIM26;PNPT1;NCOA7;UBA7;SLC25A28;GBP2;EIF2AK2;MX1;TAP1;PLSCR1;NMI;MOV10;IL15;CMTR1;NUB1;CASP1;RNF31;UBE2L6;IFITM1;ISG20;TRAFD1;IFITM3;TRIM5;LAP3;CCRL2;OGFR;IRF7;CSF1;IL4R,8.134983013603029e-17,1.6269966027205822e-18,9.664283798790219,97,up
AntiIL5_HRVAntiIL5_none,HALLMARK_INTERFERON_GAMMA_RESPONSE,0.1838235294117647,0.6058149876371408,2.8143114402723213,198,up,CXCL11;CD38;DDX58;DHX58;IFIT2;IL15RA;OASL;RTP4;RSAD2;CXCL10;IFIT3;TDRD7;GBP4;CD274;OAS3;IFIT1;USP18;NLRC5;GCH1;ZBP1;HERC6;HELZ2;CMPK2;CASP7;DDX60;SAMD9L;TNFSF10;PDE4B;OAS2;TOR1B;SERPING1;PML;IFI44L;MX2;LGALS3BP;IFI44;TRIM25;ST3GAL5;IFIH1;XAF1;NOD1;IFI27;CXCL9;RNF213;APOL6;SOCS3;ZNFX1;TRIM21;IL7;EPSTI1;IRF1;PFKP;PARP12;WARS1;ADAR;PARP14;NCOA3;IRF9;SP110;IRF4;STAT2;LY6E;IFI35;TNFAIP6;TRIM26;PNPT1;NAMPT;SLC25A28;CASP4;EIF2AK2;MX1;FAS;TAP1;PLSCR1;NMI;IL15;ST8SIA4;PELI1;CMTR1;CD69;CASP1;RNF31;UBE2L6;SECTM1;ISG20;MT2A;RBCK1;TRAFD1;IL6;IFITM3;SPPL2A;STAT4;STAT3;BPGM;MYD88;CASP3;LAP3;PTPN2;OGFR;IRF7;STAT1;JAK2;IL4R;CCL5,2.58404032652522e-15,1.0336161306100753e-16,8.592755098775333,198,up
AntiIL5_HRVAntiIL5_none,HALLMARK_KRAS_SIGNALING_DN,0.07836990595611285,-0.44553947685444384,-1.4917455221086862,106,down,GAMT;RYR2;LYPD3;TG;CLSTN3;RIBC2;ITIH3;SERPINB2;OXT;SLC25A23;IL5;MACROH2A2;C5;NRIP2;NUDT11;HSD11B2;FGGY;MYOT;COPZ2;SELENOP;GPR3;IDUA;NR4A2;KRT1;IGFBP2;THNSL2;ARPP21;RGS11;FGFR3;IFNG;SLC16A7;ARHGDIG;NR6A1;MAGIX;TENM2;TAS2R4;CAMK1D;THRB;RYR1;MEFV;PLAG1;DTNB,0.28410639152100453,0.026189848531559267,-1.9515597737897419,106,down
AntiIL5_HRVAntiIL5_none,HALLMARK_KRAS_SIGNALING_UP,0.1838235294117647,-0.3689840558271909,-1.2681189938508952,162,down,CLEC4A;CSF2;DCBLD2;ETV4;TNNT2;GFPT2;SPRY2;ALDH1A2;SPP1;MPZL2;MAFB;PRKG2;ALDH1A3;HSD11B1;H2BC3;INHBA;PLVAP;HBEGF;SEMA3B;RETN;ETV1;MMP9;CBX8;CA2;TPH1;DNMBP;ABCB1;ITGB2;PLAU;PLEK2;PRRX1;BTC;RGS16;ETV5;LY96;CFB;PPBP;TMEM176A;PEG3;KCNN4;APOD;TMEM158;MMP11;MAP7;SCN1B;ENG;SPON1;TSPAN1;GNG11;IL1B;ACE;ZNF639;SPARCL1;MAP4K1;CXCR4;ITGA2;LAT2;TRIB2;LAPTM5;BMP2;AKAP12;FGF9;MMD;FCER1G;ANKH;IL7R;LCP1;RELN;IL10RA;TFPI,0.33112991955079535,0.04858762681571961,-1.6636831334559365,162,down
AntiIL5_HRVAntiIL5_none,HALLMARK_MITOTIC_SPINDLE,1,-0.1851789800437326,-0.6429563441874019,199,down,TIAM1;KIF4A;FGD4;ARAP3;BCAR1;OPHN1;TOP2A;SHROOM1;KIF2C;PIF1;RASAL2;DLGAP5;BIRC5;RAPGEF5;MID1;KIF15;TRIO;PLK1;BIN1;TUBA4A;SSH2;ARHGAP29;GSN;CENPE;CLIP2;FARP1;ARHGAP10;ARHGAP4;DYNLL2;SUN2;SEPTIN9;MID1IP1;CCNB2;ITSN1;RHOF;CEP131;WASF1;SHROOM2;CDC42EP2;LLGL1;ECT2;SORBS2;CEP72;PKD2;KIF23;AURKA;PXN,0.27431404559174133,0.07777053252819786,1.4229516232435546,199,up
AntiIL5_HRVAntiIL5_none,HALLMARK_MTORC1_SIGNALING,1,0.12040677678781944,0.5531324102372518,197,up,PSAT1;HK2;WARS1;TRIB3;DDIT3;PPP1R15A;NFKBIB;PHGDH;NAMPT;SLC6A6;BUB1;EDEM1;NUFIP1;PSMG1;GTF2H1;MTHFD2L;MLLT11;TBK1;ADD3;ME1;SSR1;TFRC;SEC11A;LDLR;TXNRD1;GLRX;RRP9;XBP1;LGMN;TOMM40;ETF1;PSMD12;ATP6V1D;PPA1;FGL2;RIT1;UFM1;MTHFD2;NUP205;HMGCS1,0.08341950067837368,0.011678730094972303,2.2780494116184897,197,up
